Title,Kaltmiete zzgl. Nebenkosten,Warmmiete,Nebenkosten,Heizkosten_1,Heizkosten_2,Miete pro Stellplatz,Rooms_number,Surface Area,Floor,availability,Zip Code,Additional Price Info,pics_number,energy_efficiency,Year of Construction,Condition,Heating type,Heating system,Price per sqm,Caution 1,Caution 2,Merkmale_1,Merkmale_2,Merkmale_3,Merkmale_4,Merkmale_5,Merkmale_6,Merkmale_7,Merkmale_8
Wohnung zur Miete · Wohnen auf Zeit,,660 €/Monat,,,,,5,"13,1 m²",,17.02.2025,13349,,1 / 14,,,,,,,,990 €,"Einbauküche, Kochnische",frei ab 17.02.2025,Balkon,möbliert,2. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person
Wohnung zur Miete · Wohnen auf Zeit,,897 €/Monat,,,,,2,14 m²,,17.02.2025,10555,,1 / 11,,,,,,,"1.345,50",,"Einbauküche, Kochnische",frei ab 17.02.2025,möbliert,Erdgeschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.495 €/Monat,,in Warmmiete enthalten,,,1,34 m²,,31.05.2025,10249,,1 / 8,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.495 €,,Einbauküche,Personenaufzug,frei ab 31.05.2025,Balkon,möbliert,4. Geschoss,Barrierefrei,Bad mit Dusche
Wohnung zur Miete,,2.230 €,,,120 €120 €,,3,"79,4 m²",5.,Fahrtzeitberechnung,10243,"Nettokaltmiete: 1.990,00 EUR",1 / 5,D,2022.0,Erstbezug,Fernwärme,Zentralheizung,"28,07 Euro pro Quadratmeter",3 Nettomieten,,ca. Nov. 22,Balkon,Kelleranteil,5. Geschoss,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,50 m²,4.,Fahrtzeitberechnung,10999,,1 / 5,,,,,,"8,98 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,4. Geschoss,Badewanne,Bodenbelag: Kunststoff,
Studio zur Miete,,2.736 €,536 €,in Warmmiete enthalten,,,3,109 m²,5.,Fahrtzeitberechnung,10557,"Nettokaltmiete: 2.200,00 EUR",1 / 21,B,2024.0,neuwertig,,Fußbodenheizung,"20,18 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,ab sofort,Balkon,Stellplatz,Kelleranteil,5. Geschoss,"Bodenbelag: Fliesen, Parkett"
Wohnung zur Miete · Wohnen auf Zeit,,990 €/Monat,,,,,1,42 m²,,02.04.2025,13591,,1 / 19,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",frei ab 02.04.2025,möbliert,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 1 Person,,
Wohnung zur Miete · Wohnen auf Zeit,,675 €/Monat,,,,,4,"15,5 m²",,01.04.2025,10557,,1 / 22,,,,,,,"1.012,50",,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete,,2.910 €,,,175 €175 €,,3,"116,7 m²",23.,Fahrtzeitberechnung,10243,"Nettokaltmiete: 2.560,00 EUR",1 / 5,A,2023.0,Erstbezug,Fernwärme,Zentralheizung,"24,94 Euro pro Quadratmeter",3 Nettomieten,,Personenaufzug,ca. März 23,Balkon,Kelleranteil,23. Geschoss,,,
Wohnung zur Miete,,1.900 €,,,150 €150 €,100 €100 €,2,"60,5 m²",2.,ab sofort,10717,"Nettokaltmiete: 1.600,00 EUR",1 / 19,,1961.0,Erstbezug,,Zentralheizung,"26,45 Euro pro Quadratmeter",3-fache Miete,,Personenaufzug,Frei ab sofort,Balkon,Außen-Stellplatz,Kelleranteil,2. Geschoss,Bodenbelag: Parkett,
Studio zur Miete,,2.434 €,434 €,in Warmmiete enthalten,,,3,89 m²,1.,Fahrtzeitberechnung,10557,"Nettokaltmiete: 2.000,00 EUR",1 / 18,B,2024.0,neuwertig,,Fußbodenheizung,"22,47 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,ab sofort,Balkon,Stellplatz,Kelleranteil,1. Geschoss,"Bodenbelag: Fliesen, Parkett"
Wohnung zur Miete · Wohnen auf Zeit,,1.850 €/Monat,,,,,2,61 m²,,01.04.2025,14197,,1 / 27,,,,,,,"2.000,00",,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.790 €/Monat,,,,,2,35 m²,,01.04.2025,10787,,1 / 13,,,,,,,"2.000,00",,"Einbauküche, Kochnische",frei ab 01.04.2025,Haustiere erlaubt,möbliert,5. Geschoss,Bad mit Dusche,max. 2 Personen,
Wohnung zur Miete,,"1.916,09 €",151 €,,194 €194 €,,3,"86,3 m²",4.,Fahrtzeitberechnung,12524,"Nettokaltmiete: 1.571,09 EUR",1 / 9,,2018.0,,Gas,Zentralheizung,"18,20 Euro pro Quadratmeter","4.713,27 €",,Einbauküche,sofort,Balkon,Kelleranteil,4. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster",WG-geeignet,
Wohnung zur Miete · Wohnen auf Zeit,,2.400 €/Monat,,in Warmmiete enthalten,,,2,80 m²,,ab sofort,13053,,1 / 13,,,,,,,,2.400 €,vermietet,Einbauküche,Frei ab sofort,möbliert,1. Geschoss,Badewanne,max. 2 Personen,2 Monate
Studio zur Miete,,4.473 €,,nicht in Warmmiete enthalten,,,3,125 m²,,Fahrtzeitberechnung,10965,"Nettokaltmiete: 4.000,00 EUR",1 / 26,B,2023.0,,"Gas, Luft-/Wasser-Wärmepumpe",Zentralheizung: Fußbodenheizung,32 Euro pro Quadratmeter,keine Angabe,,Einbauküche,Personenaufzug,nach Vereinbarung,Balkon,Kelleranteil,"Bodenbelag: Fliesen, Parkett",Denkmalschutz-Afa,
Wohnung zur Miete,,1.505 €,,,65 €65 €,,2,41 m²,4.,ab sofort,10179,"Nettokaltmiete: 1.375,00 EUR",1 / 5,D,1995.0,renoviert / saniert,,Zentralheizung,"33,54 Euro pro Quadratmeter",3-fache Miete,,Personenaufzug,Frei ab sofort,Terrasse,Kelleranteil,4. Geschoss,Bodenbelag: Parkett,,
Wohnung zur Miete,1.510 €,1.780 €,270 €,in Nebenkosten enthalten,,,3,89 m²,1.,ab sofort,13587,,1 / 15,A+,2021.0,Neubau,"Gas, Solar",Fußbodenheizung,17 Euro pro Quadratmeter,3 Kaltmieten,,Erstbezug,Balkon,Haustiere erlaubt,Außen-Stellplatz,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster","Bodenbelag: Fliesen, Parkett",Fenster: Kunststoff
Wohnung zur Miete · nur mit Wohnberechtigungsschein,,1.934 €,334 €,,62 €62 €,,4,"88,9 m²",,ab sofort,14050,"Nettokaltmiete: 1.600,00 EUR",1 / 5,,1976.0,,Öl,Zentralheizung,"18,01 Euro pro Quadratmeter","4.800,00",,Personenaufzug,frei ab 01.03.2024 bis 31.12.9999,Kelleranteil,,,,,
Studio zur Miete,,2.346 €,396 €,in Warmmiete enthalten,,110 €110 €,4,103 m²,,Fahrtzeitberechnung,13629,"Nettokaltmiete: 1.950,00 EUR",1 / 19,A,2024.0,neuwertig,Fernwärme,Zentralheizung: Fußbodenheizung,"18,93 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,ab sofort,Balkon,"2 Stellplätze: Außen-Stellplatz, Tiefgarage",Kelleranteil,"Bodenbelag: Fliesen, Parkett",
Wohnung zur Miete,,,275 €,,145 €145 €,,"3,5",82 m²,1.,ab sofort,13467,,1 / 11,,1967.0,renoviert / saniert,,,"23,54 Euro pro Quadratmeter","5.790,00",,Einbauküche,Frei ab sofort,Balkon,Stellplatz,Kelleranteil,1. Geschoss,"Badezimmer: Bad mit Dusche, Bad mit Fenster",Waschraum
Wohnung zur Miete · Wohnen auf Zeit,,1.170 €/Monat,,,,,1,"29,3 m²",,17.02.2025,10317,,1 / 16,,,,,,,"1.755,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,Balkon,möbliert,4. Geschoss,Bad mit Dusche,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,2.889 €/Monat,,,,,2,60 m²,,31.03.2025,10243,,1 / 16,,,,,,,"2.700,00",,"Einbauküche, Kochnische",frei ab 31.03.2025,möbliert,10. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete,,"1.176,91 €",130 €,,34 €34 €,,1,"49,9 m²",,ab sofort,14057,"Nettokaltmiete: 947,91 EUR",1 / 6,,1976.0,,Öl,Zentralheizung,19 Euro pro Quadratmeter,keine Angabe,,Personenaufzug,frei ab 01.05.2023 bis 31.12.9999,Kelleranteil,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.610 €/Monat,,,,,1,31 m²,,01.04.2025,10245,,1 / 11,,,,,,,,900 €,"Einbauküche, Offene Küche",frei ab 01.04.2025,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete,,2.935 €,,,"192.5 €192,50 €",,4,"127,4 m²",,Fahrtzeitberechnung,10243,"Nettokaltmiete: 2.550,00 EUR",,A,2023.0,Erstbezug,Fernwärme,Zentralheizung,"23,04 Euro pro Quadratmeter",3 Nettomieten,,Personenaufzug,ca. März 23,Kelleranteil,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.377 €/Monat,232 €/Monat,,116 €116 €,,2,"40,8 m²",,ab sofort,13088,"Nettokaltmiete: 1.145,00 EUR",1 / 22,A,2024.0,Erstbezug,"Fernwärme, Luft-/Wasser-Wärmepumpe",Fußbodenheizung,"28,06 Euro pro Quadratmeter",3-fache Kaltmiete,,Personenaufzug,Frei ab sofort,Terrasse,voll unterkellert,Bodenbelag: Parkett,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.295 €/Monat,,,,,1,26 m²,,16.09.2025,10249,,1 / 9,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.295 €,,Einbauküche,Personenaufzug,frei ab 16.09.2025,Balkon,möbliert,4. Geschoss,Barrierefrei,Bad mit Dusche
Studio zur Miete,,2.293 €,,nicht in Warmmiete enthalten,,250 €250 €,2,85 m²,10.,Fahrtzeitberechnung,10785,"Nettokaltmiete: 1.869,00 EUR",1 / 8,D,2000.0,neuwertig,Fernwärme,Zentralheizung: Fußbodenheizung,"21,99 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Tiefgarage,10. Geschoss,"Bodenbelag: Fliesen, Parkett",,
Studio zur Miete,960 €,1.204 €,244 €,in Nebenkosten enthalten,,,1,21 m²,,ab sofort,10179,,1 / 18,,2014.0,,Fernwärme,,"45,71 Euro pro Quadratmeter",,2.880 €,Kochnische,DSL-Anschluss,Personenaufzug,Frei ab sofort,Gartenmitbenutzung,möbliert,Barrierefrei,Bad mit Dusche
Studio zur Miete,,2.877 €,497 €,in Warmmiete enthalten,,110 €110 €,5,130 m²,,Fahrtzeitberechnung,13629,"Nettokaltmiete: 2.380,00 EUR",1 / 20,A,2024.0,neuwertig,Fernwärme,Zentralheizung: Fußbodenheizung,"18,31 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,ab sofort,Balkon,"2 Stellplätze: Außen-Stellplatz, Tiefgarage",Kelleranteil,"Bodenbelag: Fliesen, Parkett",
Wohnung zur Miete · Wohnen auf Zeit,,1.649 €/Monat,,in Warmmiete enthalten,,,2,37 m²,,30.06.2025,10249,,1 / 7,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.649 €,,Einbauküche,Personenaufzug,frei ab 30.06.2025,Balkon,möbliert,3. Geschoss,Barrierefrei,Bad mit Dusche
Wohnung zur Miete · Wohnen auf Zeit,,1.320 €/Monat,,,,,1,33 m²,,15.02.2025,12103,,1 / 9,,,,,,,"1.200,00",,"Einbauküche, Offene Küche",frei ab 15.02.2025,möbliert,6. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.090 €/Monat,,,,,5,70 m²,,28.02.2025,12047,,1 / 16,,,,,,,"3.100,00",,"Einbauküche, Kochnische",frei ab 28.02.2025,Haustiere erlaubt,möbliert,1. Geschoss,Bad mit Dusche,max. 3 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.690 €/Monat,,,,,1,45 m²,,17.02.2025,10437,,1 / 22,,,,,,,"1.500,00",,"Einbauküche, Offene Küche",frei ab 17.02.2025,möbliert,2. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.700 €/Monat,,,,,2,35 m²,,31.03.2025,10115,,1 / 6,,,,,,,"1.700,00",,"Einbauküche, Kochnische",frei ab 31.03.2025,möbliert,2. Geschoss,Bad mit Dusche,max. 2 Personen,,
Studio zur Miete,,5.475 €,500 €,in Warmmiete enthalten,,,2,111 m²,9.,Fahrtzeitberechnung,10117,"Nettokaltmiete: 4.975,00 EUR",1 / 14,B,2024.0,neuwertig,,Fußbodenheizung,"44,82 Euro pro Quadratmeter","17.325,00",,Einbauküche,Personenaufzug,ab sofort,Terrasse,Stellplatz,Kelleranteil,9. Geschoss,Bodenbelag: Fliesen
Wohnung zur Miete,2.500 €,3.100 €,,,600 €600 €,,2,128 m²,,Fahrtzeitberechnung,14193,,,,,,,,"19,53 Euro pro Quadratmeter",keine Angabe,,auf Anfrage,,,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,750 €/Monat,,,,,1,17 m²,,02.03.2025,10585,,1 / 4,,,,,,,"1.000,00",,"Einbauküche, Kochnische",frei ab 02.03.2025,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,1.890 €/Monat,,,,,3,77 m²,,ab sofort,12209,,1 / 33,,,,,,,"2.500,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,Erdgeschoss,Bad mit Dusche,max. 2 Personen,,
Studio zur Miete,,1.829 €,309 €,in Warmmiete enthalten,,110 €110 €,3,81 m²,,Fahrtzeitberechnung,13629,"Nettokaltmiete: 1.520,00 EUR",1 / 17,A,2024.0,neuwertig,Fernwärme,Zentralheizung: Fußbodenheizung,"18,77 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,ab sofort,Balkon,"2 Stellplätze: Außen-Stellplatz, Tiefgarage",Kelleranteil,"Bodenbelag: Fliesen, Parkett",
Wohnung zur Miete · Wohnen auf Zeit,,1.695 €/Monat,,,,,2,37 m²,,30.04.2025,10249,,1 / 9,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.695 €,,Einbauküche,Personenaufzug,frei ab 30.04.2025,Balkon,möbliert,4. Geschoss,Barrierefrei,Bad mit Dusche
Wohnung zur Miete · Wohnen auf Zeit,,1.750 €/Monat,,,,,3,76 m²,,ab sofort,14052,,1 / 8,,,,,,,"1.690,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,2. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete,,,"198,29 €",,"123.93 €123,93 €",,4,"82,6 m²",4.,ab sofort,12629,,1 / 11,B,2022.0,,Fernwärme,Fußbodenheizung,"17,60 Euro pro Quadratmeter","4.363,32",,Personenaufzug,Frei ab sofort,Balkon,Kelleranteil,4. Geschoss,Badewanne,,
Wohnung zur Miete · Wohnen auf Zeit,,2.200 €/Monat,,,,,2,65 m²,,ab sofort,10117,,1 / 12,,,,,,,"2.200,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,4. Geschoss,Badewanne,max. 2 Personen,,
Maisonette zur Miete,,3.119 €,498 €,,249 €249 €,,5,"104,8 m²",,ab sofort,13088,"Nettokaltmiete: 2.621,00 EUR",1 / 22,A,2024.0,Erstbezug,"Fernwärme, Luft-/Wasser-Wärmepumpe",Fußbodenheizung,25 Euro pro Quadratmeter,"5.000,00",,Frei ab sofort,Terrasse,Kelleranteil,Bodenbelag: Parkett,,,,
Wohnung zur Miete · Wohnen auf Zeit,,2.500 €/Monat,,,,,4,85 m²,,01.04.2025,10243,,1 / 20,,,,,,,"1.000,00",,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,3. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete,,3.145 €,,,1300 €1.300 €,,2,"85,7 m²",,Fahrtzeitberechnung,10243,"Nettokaltmiete: 1.715,00 EUR",1 / 2,A,2023.0,Erstbezug,Fernwärme,Zentralheizung,"23,06 Euro pro Quadratmeter",3 Nettomieten,,Personenaufzug,ca. März 23,Kelleranteil,,,,,
Studio zur Miete,2.250 €,2.610 €,360 €,in Nebenkosten enthalten,,,2,56 m²,2.,ab sofort,10117,,1 / 20,,,,,,"40,18 Euro pro Quadratmeter",2 Monatsmieten,,neuwertig,Balkon,Haustiere erlaubt,möbliert,2. Geschoss,Bad mit Dusche,Bodenbelag: Parkett,Fenster: Aluminium
Wohnung zur Miete · Wohnen auf Zeit,,1.500 €/Monat,,,,,2,35 m²,,01.03.2025,10405,,1 / 11,,,,,,,"2.000,00",,"Einbauküche, Kochnische",frei ab 01.03.2025,Haustiere erlaubt,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.590 €/Monat,,,,,2,37 m²,,11.04.2025,10119,,1 / 7,,,,,,,"1.590,00",,"Einbauküche, Kochnische",frei ab 11.04.2025,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.280 €/Monat,,,,,2,57 m²,,16.03.2025,12159,,1 / 36,,,,,,,"3.400,00",,"Einbauküche, Kochnische",frei ab 16.03.2025,Haustiere erlaubt,möbliert,1. Geschoss,Badewanne,max. 3 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.295 €/Monat,,in Warmmiete enthalten,,,1,26 m²,,16.05.2025,10249,,1 / 9,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.295 €,,Einbauküche,Personenaufzug,frei ab 16.05.2025,Balkon,möbliert,1. Geschoss,Barrierefrei,Bad mit Dusche
Wohnung zur Miete · Wohnen auf Zeit,,1.295 €/Monat,,,,,1,26 m²,,01.06.2025,10249,,1 / 10,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.295 €,,Einbauküche,Personenaufzug,frei ab 01.06.2025,Balkon,möbliert,3. Geschoss,Barrierefrei,Bad mit Dusche
Wohnung zur Miete · Wohnen auf Zeit,,1.980 €/Monat,,,,,2,39 m²,,13.02.2025,13357,,1 / 29,,,,,,,keine Angabe,,"Einbauküche, Kochnische",frei ab 13.02.2025,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.787 €/Monat,,,,,2,41 m²,,14.02.2025,12051,,1 / 18,,,,,,,"1.980,00",,"Einbauküche, Kochnische",frei ab 14.02.2025,möbliert,Erdgeschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.550 €/Monat,,,,,2,58 m²,,ab sofort,10437,,1 / 15,,,,,,,"2.550,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,5. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.500 €/Monat,,,,,2,57 m²,,ab sofort,14195,,1 / 20,,,,,,,"3.000,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,Erdgeschoss,Bad mit Dusche,max. 2 Personen,voll klimatisiert,
Wohnung zur Miete · Wohnen auf Zeit,,1.449 €/Monat,,,,,1,34 m²,,31.08.2025,10249,,1 / 8,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.449 €,,Einbauküche,Personenaufzug,frei ab 31.08.2025,Balkon,möbliert,3. Geschoss,Barrierefrei,Bad mit Dusche
Wohnung zur Miete · Wohnen auf Zeit,,2.700 €/Monat,,,,,3,98 m²,,12.04.2025,10117,,1 / 18,,,,,,,"2.700,00",,"Einbauküche, Kochnische",frei ab 12.04.2025,möbliert,6. Geschoss,Bad mit Dusche,max. 4 Personen,,
Wohnung zur Miete · Tauschwohnung,,,,,172 €172 €,,2,52 m²,4.,Fahrtzeitberechnung,12439,,1 / 9,,,,,Zentralheizung: Fußbodenheizung,"15,90 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,4. Geschoss,Barrierefrei
Wohnung zur Miete · Wohnen auf Zeit,,950 €/Monat,,,,,2,15 m²,,17.03.2025,10551,,1 / 22,,,,,,,"1.000,00",,"Einbauküche, Kochnische",frei ab 17.03.2025,möbliert,2. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Studio zur Miete,,2.896 €,496 €,in Warmmiete enthalten,,110 €110 €,5,130 m²,,Fahrtzeitberechnung,13629,"Nettokaltmiete: 2.400,00 EUR",1 / 14,A,2024.0,neuwertig,Fernwärme,Zentralheizung: Fußbodenheizung,"18,46 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,ab sofort,Balkon,"2 Stellplätze: Außen-Stellplatz, Tiefgarage",Kelleranteil,"Bodenbelag: Fliesen, Parkett",
Wohnung zur Miete · Wohnen auf Zeit,,1.740 €/Monat,,,,,2,54 m²,,ab sofort,14059,,1 / 30,,,,,,,"1.740,00",,"Einbauküche, Kochnische",Frei ab sofort,Haustiere erlaubt,möbliert,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 3 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,2.875 €/Monat,,,,,2,98 m²,,04.04.2025,10783,,1 / 11,,,,,,,"5.000,00",,"Einbauküche, Kochnische",frei ab 04.04.2025,möbliert,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 4 Personen,,
Studio zur Miete,,2.643 €,423 €,in Warmmiete enthalten,,110 €110 €,4,117 m²,,Fahrtzeitberechnung,13629,"Nettokaltmiete: 2.220,00 EUR",1 / 16,A,2024.0,neuwertig,Fernwärme,Zentralheizung: Fußbodenheizung,"18,97 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,ab sofort,"2 Stellplätze: Außen-Stellplatz, Tiefgarage",Kelleranteil,"Bodenbelag: Fliesen, Parkett",,
Wohnung zur Miete · Wohnen auf Zeit,,1.600 €/Monat,,,,,1,30 m²,,01.04.2025,10435,,1 / 11,,,,,,,"1.000,00",,"Einbauküche, Offene Küche",frei ab 01.04.2025,möbliert,2. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.650 €/Monat,,,,,1,35 m²,,11.03.2025,10777,,1 / 9,,,,,,,,500 €,"Einbauküche, Offene Küche",frei ab 11.03.2025,Haustiere erlaubt,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,2.100 €/Monat,,,,,2,55 m²,,29.03.2025,10243,,1 / 15,,,,,,,"2.100,00",,"Einbauküche, Kochnische",frei ab 29.03.2025,möbliert,10. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,2.908 €/Monat,460 €/Monat,,230 €230 €,,3,"87,4 m²",,ab sofort,13088,"Nettokaltmiete: 2.448,00 EUR",1 / 26,A,2024.0,Erstbezug,"Fernwärme, Luft-/Wasser-Wärmepumpe",Fußbodenheizung,"28,01 Euro pro Quadratmeter",3-fache Kaltmiete,,Frei ab sofort,Terrasse,voll unterkellert,Bodenbelag: Parkett,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.850 €/Monat,,,,,2,60 m²,,ab sofort,10717,,1 / 13,,,,,,,"1.900,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.290 €/Monat,,,,,1,20 m²,,20.02.2025,10119,,1 / 10,,,,,,,"1.290,00",,"Einbauküche, Kochnische",frei ab 20.02.2025,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.700 €/Monat,,,,,1,54 m²,,ab sofort,10437,,1 / 8,,,,,,,keine Angabe,,"Einbauküche, Offene Küche",Frei ab sofort,möbliert,1. Geschoss,Bad mit Dusche,max. 4 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.850 €/Monat,,,,,3,57 m²,,01.04.2025,10115,,1 / 54,,,,,,,"1.000,00",,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.775 €/Monat,,,,,2,52 m²,,28.02.2025,10317,,1 / 17,,,,,,,"3.000,00",,"Einbauküche, Kochnische",frei ab 28.02.2025,möbliert,1. Geschoss,Badewanne,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.590 €/Monat,,,,,1,39 m²,,21.02.2025,10119,,1 / 7,,,,,,,"1.590,00",,"Einbauküche, Kochnische",frei ab 21.02.2025,möbliert,2. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete,,5.310 €,,,285 €285 €,,4,"189,6 m²",4.,Fahrtzeitberechnung,10243,"Nettokaltmiete: 4.740,00 EUR",1 / 3,A,2023.0,Erstbezug,Fernwärme,Zentralheizung,"28,01 Euro pro Quadratmeter",3 Nettomieten,,Personenaufzug,ca. März 23,Balkon,Kelleranteil,4. Geschoss,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.790 €/Monat,,,,,2,54 m²,,ab sofort,14059,,1 / 31,,,,,,,"1.790,00",,"Einbauküche, Kochnische",Frei ab sofort,Haustiere erlaubt,möbliert,2. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 4 Personen,
Wohnung zur Miete · Wohnen auf Zeit,,1.295 €/Monat,,in Warmmiete enthalten,,,1,26 m²,,ab sofort,10249,,1 / 9,C,2023.0,neuwertig,Fernwärme,Fußbodenheizung,,1.295 €,,Einbauküche,Personenaufzug,Frei ab sofort,Balkon,möbliert,2. Geschoss,Barrierefrei,Bad mit Dusche
Wohnung zur Miete · Wohnen auf Zeit,,1.466 €/Monat,,,,,2,25 m²,,02.03.2025,10997,,1 / 15,,,,,,,"2.000,00",,"Einbauküche, Kochnische",frei ab 02.03.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 1 Person,,
Wohnung zur Miete · Wohnen auf Zeit,,3.119 €/Monat,498 €/Monat,,249 €249 €,,5,"104,8 m²",,ab sofort,13088,"Nettokaltmiete: 2.621,00 EUR",1 / 22,A,2024.0,Erstbezug,"Fernwärme, Luft-/Wasser-Wärmepumpe",Fußbodenheizung,25 Euro pro Quadratmeter,"5.000,00",,Frei ab sofort,Terrasse,voll unterkellert,Bodenbelag: Parkett,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.950 €/Monat,,,,,4,73 m²,,ab sofort,10247,,1 / 13,,,,,,,"4.500,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,4. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,1.900 €/Monat,,,,,3,49 m²,,14.03.2025,10965,,1 / 14,,,,,,,"1.900,00",,"Einbauküche, Offene Küche",frei ab 14.03.2025,Haustiere erlaubt,möbliert,Erdgeschoss,Bad mit Dusche,max. 2 Personen,
